Level,State/UT,Year,District/Block,Rainfall (mm),Recharge (ham),Natural Discharge (ham),Extractable (ham),Extraction (ham),Stage (%),Status
District/Block,Uttar Pradesh,2024-2025,BALRAMPUR,1065.2,,,100110.51,55020.66,54.96,Safe
District/Block,Uttar Pradesh,2024-2025,BANDA,943.2,,,66271.54,44351.63,66.92,Safe
District/Block,Uttar Pradesh,2024-2025,BARABANKI,978.39,,,190876.2,118642.63,62.16,Safe
District/Block,Uttar Pradesh,2024-2025,BAREILLY,877.86,,,109695.62,78584.16,71.64,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,BASTI,1110.78,,,76066.16,49242.62,64.74,Safe
District/Block,Uttar Pradesh,2024-2025,BIJNOR,1053.5,,,137113.52,95178.89,69.42,Safe
District/Block,Uttar Pradesh,2024-2025,BUDAUN,784.54,,,74009.11,58756.07,79.39,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,BULANDSHAHAR,673.13,,,147761.22,137622.32,93.14,Critical
District/Block,Uttar Pradesh,2024-2025,CHANDAULI,949.06,,,51566.6,31158.47,60.42,Safe
District/Block,Uttar Pradesh,2024-2025,CHITRAKOOT,943.2,,,39296.43,31896.76,81.17,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,DEORIA,1019.38,,,132028.48,83220.53,63.03,Safe
District/Block,Uttar Pradesh,2024-2025,ETAH,658.23,,,79836.9,56819.33,71.17,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,ETAWAH,587.48,,,65899.89,34974.15,53.07,Safe
District/Block,Uttar Pradesh,2024-2025,FARRUKHABAD,753.48,,,46069.36,34277.7,74.4,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,FATEHPUR,746.9,,,109693.65,78830.51,71.86,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,FIROZABAD,656.92,,,78955.13,78052.14,98.86,Critical
District/Block,Uttar Pradesh,2024-2025,G.B.NAGAR,537.16,,,46373.89,48788.68,105.21,Over-Exploited
District/Block,Uttar Pradesh,2024-2025,GHAZIABAD,729.83,,,37947.69,46960.59,123.75,Over-Exploited
District/Block,Uttar Pradesh,2024-2025,GHAZIPUR,853.77,,,95066.39,58040.18,61.05,Safe
District/Block,Uttar Pradesh,2024-2025,GONDA,1047.0,,,117614.43,71785.85,61.03,Safe
District/Block,Uttar Pradesh,2024-2025,GORAKHPUR,1338.3,,,165518.29,104081.13,62.88,Safe
District/Block,Uttar Pradesh,2024-2025,HAMIRPUR,735.88,,,41669.66,27526.49,66.06,Safe
District/Block,Uttar Pradesh,2024-2025,HAPUR,788.32,,,47504.82,44619.39,93.93,Critical
District/Block,Uttar Pradesh,2024-2025,HARDOI,816.35,,,165087.04,101602.9,61.55,Safe
District/Block,Uttar Pradesh,2024-2025,HATHRAS,618.98,,,66556.11,60873.71,91.46,Critical
District/Block,Uttar Pradesh,2024-2025,JALAUN,687.2,,,94786.97,53916.35,56.88,Safe
District/Block,Uttar Pradesh,2024-2025,JAUNPUR,901.72,,,122753.44,86239.68,70.25,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,JHANSI,764.99,,,66830.74,44178.51,66.11,Safe
District/Block,Uttar Pradesh,2024-2025,KANNAUJ,714.62,,,57680.48,45638.15,79.12,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,KANPUR DEHAT,726.51,,,77374.53,55203.43,71.35,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,KANPUR NAGAR,709.6,,,81068.99,63708.3,78.59,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,KASGANJ,724.77,,,67626.4,46938.44,69.41,Safe
District/Block,Uttar Pradesh,2024-2025,KAUSHAMBI,846.45,,,46578.39,37782.21,81.12,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,KUSHI NAGAR,1112.0,,,163725.97,84133.48,51.39,Safe
District/Block,Uttar Pradesh,2024-2025,LAKHIMPUR KHERI,1130.0,,,215721.94,131553.57,60.98,Safe
District/Block,Uttar Pradesh,2024-2025,LALITPUR,909.89,,,37797.65,31381.66,83.03,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,LUCKNOW,879.83,,,70463.26,47993.17,68.11,Safe
District/Block,Uttar Pradesh,2024-2025,MAHOBA,809.7,,,28825.19,25594.22,88.79,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,MAHRAJGANJ,1389.1,,,97903.64,62785.74,64.13,Safe
District/Block,Uttar Pradesh,2024-2025,MAINPURI,659.74,,,84849.27,61645.89,72.65,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,MATHURA,556.89,,,124992.54,88669.77,70.94,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,MAUNATH BHANJAN,897.3,,,45957.75,29752.76,64.74,Safe
District/Block,Uttar Pradesh,2024-2025,MEERUT,856.89,,,80421.9,63441.9,78.89,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,MIRZAPUR,973.1,,,55752.0,35145.17,63.04,Safe
District/Block,Uttar Pradesh,2024-2025,MORADABAD,902.59,,,64036.11,55270.63,86.31,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,MUZAFFARNAGAR,869.1,,,101944.23,81226.46,79.68,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,PILIBHIT,1201.27,,,98513.11,61421.64,62.35,Safe
District/Block,Uttar Pradesh,2024-2025,PRATAPGARH,837.75,,,130448.05,99611.88,76.36,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,PRAYAGRAJ,843.09,,,129118.65,94739.87,73.37,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,RAIBARELI,748.3,,,116451.13,69245.99,59.46,Safe
District/Block,Uttar Pradesh,2024-2025,RAMPUR,1051.61,,,75304.73,53109.77,70.53,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,SAHARANPUR,1102.65,,,134849.64,130375.89,96.68,Critical
District/Block,Uttar Pradesh,2024-2025,SAMBHAL,784.54,,,44596.7,38576.2,86.5,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,SANT KABIR NAGAR,1253.92,,,48668.81,29471.29,60.55,Safe
District/Block,Uttar Pradesh,2024-2025,SANT RAVIDAS NAGAR,949.6,,,79248.39,59124.75,74.61,Semi-Critical
District/Block,Uttar Pradesh,2024-2025,SHAHJAHANPUR,898.18,,,121135.38,75062.88,61.97,Safe
District/Block,Uttar Pradesh,2024-2025,SHAMLI,869.1,,,43931.99,44155.72,100.51,Over-Exploited
District/Block,Uttar Pradesh,2024-2025,SHRAWASTI,1184.51,,,53770.9,31413.96,58.42,Safe
District/Block,Uttar Pradesh,2024-2025,SIDDHARTH NAGAR,1158.57,,,87618.99,55977.81,63.89,Safe
District/Block,Uttar Pradesh,2024-2025,SITAPUR,991.26,,,191490.38,111199.82,58.07,Safe
District/Block,Uttar Pradesh,2024-2025,SONBHADRA,973.09,,,54228.49,26690.85,49.22,Safe
District/Block,Uttar Pradesh,2024-2025,SULTANPUR,887.59,,,86077.22,53591.19,62.26,Safe
District/Block,Uttar Pradesh,2024-2025,UNNAO,765.68,,,160946.83,98827.48,61.4,Safe
District/Block,Uttar Pradesh,2024-2025,VARANASI,925.78,,,47536.97,42426.39,89.25,Semi-Critical
District/Block,Uttarakhand,2024-2025,DEHRADUN,2183.6,,,51009.32,20431.0,40.05,Safe
District/Block,Uttarakhand,2024-2025,HARIDWAR,1020.0,,,43422.85,28501.58,65.64,Safe
District/Block,Uttarakhand,2024-2025,NAINITAL,1711.0,,,26011.24,14105.23,54.23,Safe
District/Block,Uttarakhand,2024-2025,UDHAMSINGH NAGAR,1465.3,,,74756.36,42206.67,56.46,Safe
District/Block,West Bengal,2024-2025,ALIPURDUAR,3468.3,,,116176.02,12981.17,11.17,Safe
District/Block,West Bengal,2024-2025,BANKURA,1330.9,,,147036.71,59437.76,40.42,Safe
District/Block,West Bengal,2024-2025,BIRBHUM,1392.8,,,103094.32,34464.15,33.43,Safe
District/Block,West Bengal,2024-2025,DAKSHIN DINAJPUR,1584.9,,,102169.85,62222.5,60.9,Safe
District/Block,West Bengal,2024-2025,DARJILING,3118.5,,,38126.81,3323.45,8.72,Safe
District/Block,West Bengal,2024-2025,HAORA,1600.0,,,21190.22,4358.88,20.57,Safe
District/Block,West Bengal,2024-2025,HUGLI,1476.1,,,116406.2,62710.62,53.87,Safe
District/Block,West Bengal,2024-2025,JALPAIGURI,3468.3,,,169540.51,20353.68,12.01,Safe
District/Block,West Bengal,2024-2025,JHARGRAM,1535.5,,,94154.65,23607.35,25.07,Safe
District/Block,West Bengal,2024-2025,KALIMPONG,3118.5,,,3604.32,64.97,1.8,Safe
District/Block,West Bengal,2024-2025,KOCH BIHAR,3284.1,,,186481.62,86164.64,46.21,Safe
District/Block,West Bengal,2024-2025,MALDA,1449.7,,,106801.68,36167.96,33.86,Safe
District/Block,West Bengal,2024-2025,MURSHIDABAD,1433.2,,,180970.34,105680.05,58.4,Safe
District/Block,West Bengal,2024-2025,NADIA,1443.8,,,176494.48,144473.85,81.86,Semi-Critical
District/Block,West Bengal,2024-2025,NORTH 24 PARGANAS,1623.6,,,138984.52,97709.84,70.3,Semi-Critical
District/Block,West Bengal,2024-2025,PASCHIM BARDDHAMAN,1348.2,,,21955.99,11851.12,53.98,Safe
District/Block,West Bengal,2024-2025,PASCHIM MEDINIPUR,1535.5,,,218332.66,116439.91,53.33,Safe
District/Block,West Bengal,2024-2025,PURBA BARDDHAMAN,1348.2,,,183612.97,96267.52,52.43,Safe
District/Block,West Bengal,2024-2025,PURBA MEDINIPUR,1669.6,,,60362.23,22020.83,36.48,Safe
District/Block,West Bengal,2024-2025,PURULIYA,1363.3,,,53142.82,9458.18,17.8,Safe
District/Block,West Bengal,2024-2025,UTTAR DINAJPUR,1922.3,,,111027.15,52014.09,46.85,Safe
State/UT,Andhra Pradesh,2024-2025,,891.99,2634074.59,131708.03,2502366.5,788386.8,31.51,Safe
State/UT,Arunachal Pradesh,2024-2025,,3318.78,368985.05,36898.53,328838.35,1343.76,0.41,Safe
State/UT,Assam,2024-2025,,2362.11,2671527.53,247025.53,2059912.17,293141.2,14.23,Safe
State/UT,Bihar,2024-2025,,1202.46,3450610.62,318595.2,3132096.73,1446952.86,46.2,Safe
State/UT,Chandigarh,2024-2025,,1009.8,5318.43,531.85,4786.58,3206.89,67.0,Safe
State/UT,Chhattisgarh,2024-2025,,1338.43,1430260.13,123394.17,1306865.95,629687.36,48.18,Safe
State/UT,Delhi (NCT),2024-2025,,652.0,38304.41,3747.26,34557.15,31828.23,92.1,Critical
State/UT,Goa,2024-2025,,3355.27,38126.67,7625.33,30501.34,7105.34,23.3,Safe
State/UT,Gujarat,2024-2025,,855.95,2757655.75,196986.3,2560669.44,1437049.72,56.12,Safe
State/UT,Haryana,2024-2025,,486.28,1027379.87,97267.06,930112.81,1271939.84,136.75,Over-Exploited
State/UT,Himachal Pradesh,2024-2025,,1597.96,112309.7,11135.64,101174.06,38790.96,38.34,Safe
State/UT,Jammu & Kashmir,2024-2025,,1180.19,230240.72,22786.55,207454.17,51310.56,24.73,Safe
State/UT,Jharkhand,2024-2025,,1306.33,614666.69,51260.74,563405.96,185303.7,32.89,Safe
State/UT,Karnataka,2024-2025,,1035.07,1927458.48,186047.68,1741410.74,1157913.85,66.49,Safe
State/UT,Kerala,2024-2025,,2800.1,545485.07,52072.9,493412.17,246445.65,49.95,Safe
State/UT,Ladakh,2024-2025,,69.36,6741.89,674.19,6067.7,1876.88,30.93,Safe
State/UT,Madhya Pradesh,2024-2025,,1082.12,3606611.75,191729.38,3414882.36,2025793.91,59.32,Safe
State/UT,Maharashtra,2024-2025,,1039.98,3388867.94,189454.03,3199413.91,1657040.9,51.79,Safe
State/UT,Manipur,2024-2025,,1731.87,44173.62,4417.37,39756.25,3615.65,9.09,Safe
State/UT,Meghalaya,2024-2025,,3074.77,183500.52,18350.12,153539.44,8041.62,5.24,Safe
State/UT,Mizoram,2024-2025,,2091.39,21060.72,2106.11,18954.61,763.95,4.03,Safe
State/UT,Nagaland,2024-2025,,1768.17,55284.96,4966.17,50292.56,2376.14,4.72,Safe
State/UT,Odisha,2024-2025,,1419.2,1743869.08,141565.89,1602303.11,781104.76,48.75,Safe
State/UT,Puducherry,2024-2025,,1525.0,14440.26,1190.58,13249.68,11614.99,87.66,Semi-Critical
State/UT,Punjab,2024-2025,,579.67,1857919.17,181676.33,1679943.44,2626761.47,156.36,Over-Exploited
State/UT,Rajasthan,2024-2025,,477.06,1287008.1,124839.82,1162168.28,1709620.1,147.11,Over-Exploited
State/UT,Sikkim,2024-2025,,2459.47,24164.56,2416.45,21748.11,1276.39,5.87,Safe
State/UT,Tamil Nadu,2024-2025,,924.91,2260786.07,217238.01,2045755.19,1503691.17,73.5,Semi-Critical
State/UT,Telangana,2024-2025,,923.84,2192629.99,208590.43,1984039.79,927015.05,46.72,Safe
State/UT,Tripura,2024-2025,,2273.61,153184.44,15114.59,124171.08,12497.55,10.06,Safe
State/UT,Uttar Pradesh,2024-2025,,886.75,7338707.77,641316.95,6697390.82,4688501.16,70.0,Semi-Critical
State/UT,Uttarakhand,2024-2025,,1537.59,212513.02,17313.25,195199.77,105244.48,53.92,Safe
State/UT,West Bengal,2024-2025,,1737.85,2585401.15,235735.06,2349666.07,1061772.51,45.19,Safe
